LINE,TIME,STATION,MAGFIELD,GPSLAT,GPSLON,SIGNAL,RESERVED
13,14:44:28,261,51967.9,64.669235,13.155938,10.1,
13,14:45:18,262,51947.3,64.669461,13.155915,10.4,
13,14:47:25,263,52044.6,64.669686,13.155928,11,
13,14:49:18,264,52158.6,64.669923,13.155861,10.3,
13,14:50:47,265,52121.3,64.670156,13.155858,10.1,
13,14:51:33,266,52158.9,64.670353,13.155833,10,
13,14:52:27,267,52235.9,64.670581,13.155871,10.2,
13,14:53:58,268,52261.5,64.670805,13.155858,10.7,
13,14:55:38,269,52303.9,64.671058,13.15579,10.5,
13,14:57:31,270,52402.3,64.671251,13.155718,10.6,
13,14:58:44,271,52149.6,64.671515,13.155756,10.4,
13,14:59:27,272,52156.5,64.671696,13.1558,10.5,
13,15:00:26,273,52139.9,64.67193,13.15578,10.1,
13,15:01:28,274,52193.6,64.672163,13.155723,9.8,
13,15:02:17,275,52240.4,64.6724,13.155708,10.4,
13,15:03:08,276,52307,64.672615,13.155648,10.3,
13,15:04:12,277,52431,64.672826,13.155606,9.9,
13,15:05:16,278,51799,64.673043,13.15562,9.7,
13,15:06:54,279,52086.8,64.673291,13.155688,10.4,
13,15:08:52,280,52185.8,64.673533,13.155658,9.6,
13,15:10:50,281,52145.2,64.673726,13.1556,10,
13,15:11:50,282,52097.9,64.67395,13.155583,9.8,
13,15:12:53,283,52099.5,64.674201,13.155568,10,
13,15:13:36,284,52117.5,64.674425,13.155541,10.1,
13,15:14:40,285,52183.9,64.674648,13.155495,10.1,
13,15:16:05,286,51966.3,64.674851,13.155538,10.1,
